4580914	254744	255667	-	blue
4580914	255851	257254	+	blue
4580914	257368	258684	+	yellow
4580914	258612	258749	-	yellow
4580914	258970	260037	+	yellow
4580914	260199	260822	+	yellow
4580914	261145	261261	+	yellow
4580914	261275	261937	+	yellow
4580914	262037	264619	+	yellow
4580914	264776	266047	+	yellow
4580914	266321	266396	-	yellow
4580914	266545	267177	-	yellow
4580914	267138	268013	-	yellow
4580914	268203	268622	-	yellow
4580914	269043	270527	-	yellow
4580914	270588	270740	-	yellow
4851675	6	116	+	yellow
4851675	451	1428	-	yellow
4851675	1546	3204	-	yellow
4851675	3206	4630	-	yellow
4851675	4733	6283	-	yellow
4851675	6280	7587	-	yellow
4851675	7577	8398	-	yellow
4851675	8603	8944	-	yellow
4851675	9659	11125	+	yellow
4851675	11273	13144	+	yellow
4851675	13212	14210	+	yellow
4851675	14496	15215	+	yellow
4851675	15140	15892	-	yellow
4851675	16027	16308	-	yellow
4851675	16495	18075	-	yellow
4851675	18454	19323	+	yellow
4851675	19486	19668	+	yellow
4851675	19811	20176	-	yellow
4851675	20390	21010	+	yellow
4851675	21016	22014	+	yellow
4851675	22195	22971	-	yellow
4851675	23018	24082	-	yellow
4851675	24079	25077	-	yellow
4851675	25205	26326	-	yellow
4851675	26621	27061	-	yellow
4851675	27058	28065	-	yellow
4851675	28046	30448	-	yellow
4851675	30571	31536	-	yellow
4851675	31533	32432	-	yellow
4851675	32429	32836	-	yellow
4851675	33105	34028	-	yellow
4851675	34206	36008	+	yellow
4851675	36121	37428	+	yellow
4851675	37508	38392	+	yellow
4851675	38372	39877	-	yellow
4851675	39874	40614	-	yellow
4851675	40658	40918	-	yellow
4851675	40933	41973	-	yellow
4851675	42114	43136	-	yellow
4851675	43160	43972	-	yellow
4851675	44249	45427	+	yellow
4851675	45435	46538	+	yellow
4851675	46681	47415	+	yellow
4851675	47871	48713	+	yellow
4851675	48733	49020	+	yellow
4851675	49141	49398	+	yellow
4851675	49464	49826	-	yellow
4851675	49964	50065	+	yellow
4851675	50147	50734	+	yellow
4851675	50929	51471	+	yellow
4851675	51506	52471	+	yellow
4851675	52490	52915	-	yellow
4851675	53115	53729	+	yellow
4851675	53785	54771	+	yellow
4851675	54786	56069	+	yellow
4851675	56172	56363	-	yellow
4851675	56547	57395	+	yellow
4851675	57396	58142	+	yellow
4851675	58312	59472	+	yellow
4851675	59544	59777	-	yellow
4851675	60083	60745	-	yellow
4851675	60814	62856	+	yellow
4851675	62939	64036	-	yellow
4851675	64117	64668	+	yellow
4851675	64826	65233	+	yellow
4851675	65278	66459	+	yellow
4851675	67130	68227	+	yellow
4851675	68224	69273	+	yellow
4851675	69732	71756	+	yellow
4851675	71811	72245	+	yellow
4851675	72275	72895	-	yellow
4851675	72892	74238	-	yellow
4851675	74249	74764	-	yellow
4851675	74773	76065	-	yellow
4851675	76267	77904	+	yellow
4851675	77926	79233	+	yellow
4851675	79334	79984	-	yellow
4851675	80251	82077	+	yellow
4851675	82133	83023	-	yellow
4851675	83060	83422	-	yellow
4851675	83989	84420	-	yellow
4851675	84463	86487	-	yellow
4851675	86858	88504	+	yellow
4851675	88683	88889	-	yellow
4851675	89581	91092	+	yellow
4851675	91470	92984	+	yellow
4851675	92942	93376	-	yellow
4851675	93373	94356	-	yellow
4851675	94364	95071	-	yellow
4851675	95071	97314	-	yellow
4851675	97359	99584	-	yellow
4851675	99607	101859	-	yellow
4851675	102373	102846	+	yellow
4851675	102863	103468	+	yellow
4851675	103619	103975	+	yellow
4851675	104134	105399	-	yellow
4851675	105797	106849	-	yellow
4851675	107257	108051	-	yellow
4851675	108254	109603	+	yellow
4851675	109596	110120	+	yellow
4851675	110250	111938	+	yellow
4851675	111928	113070	-	yellow
4851675	113402	113884	+	yellow
4851675	114085	114288	-	yellow
4851675	114285	114605	-	yellow
4851675	114749	115102	-	yellow
4851675	115178	115720	-	yellow
4851675	115728	116852	-	yellow
4851675	117041	117331	-	yellow
4851675	117340	117567	-	yellow
4851675	117994	118263	-	yellow
4851675	118877	119176	-	yellow
4851675	119306	119548	-	yellow
4851675	119830	120081	-	yellow
4851675	120078	120356	-	yellow
4851675	120381	121211	-	yellow
4851675	121211	122314	-	yellow
4851675	122333	123238	-	yellow
4851675	123245	125464	-	yellow
4851675	125770	126201	-	yellow
4851675	126198	126683	-	yellow
4851675	126714	127136	-	yellow
4851675	127129	127482	-	yellow
4851675	127479	127802	-	yellow
4851675	127796	128236	-	yellow
4851675	128241	128504	-	yellow
4851675	128509	129498	-	yellow
4851675	129561	130178	-	yellow
4851675	130419	131087	+	yellow
4851675	131081	131245	-	yellow
4851675	131266	133500	-	yellow
4851675	134061	134510	-	yellow
4851675	134581	136101	-	yellow
4851675	136082	136525	-	yellow
4851675	136594	137826	-	yellow
4851675	137826	138272	-	yellow
4851675	138421	138870	-	yellow
4851675	138985	140946	-	yellow
4851675	141095	141310	+	yellow
4851675	141317	141550	-	yellow
4851675	141538	142326	-	yellow
4851675	142353	142808	-	yellow
4851675	142805	142978	-	yellow
4851675	142975	143226	-	yellow
4851675	143232	144029	-	yellow
4851675	144026	144832	-	yellow
4851675	145028	145945	-	yellow
4851675	145942	147006	-	yellow
4851675	147003	147284	-	yellow
4851675	147347	147493	+	yellow
4851675	147656	148057	+	yellow
4851675	148085	148729	-	yellow
4851675	148829	149020	+	yellow
4851675	149496	149705	+	yellow
4851675	149759	151483	-	yellow
4851675	151771	152532	+	green
4851675	152725	153186	+	green
4851675	153346	154254	+	green
4851675	154401	154985	+	green
4851675	155029	156084	-	green
4851675	156454	156606	-	green
4851675	157102	157785	-	green
4851675	158113	159474	+	green
4851675	159471	160151	+	green
4851675	160324	160980	-	green
4851675	161633	162115	+	green
4851675	162412	163173	+	green
4851675	163163	163663	+	green
4851675	163766	164170	+	green
4851675	164257	165657	+	green
4851675	165744	166694	+	green
4851675	166834	168414	+	green
4851675	168536	169261	-	green
4851675	169328	169735	-	green
4851675	170028	171164	-	green
4851675	171353	175870	-	green
4851675	175867	177522	-	green
4851675	177515	177760	-	green
4851675	177944	178018	+	green
4851675	178149	179738	-	green
4851675	179735	180415	-	green
4851675	180512	180760	+	green
4851675	180994	182202	+	green
4851675	182656	183384	+	green
4851675	183473	184207	+	green
4851675	184204	185934	+	green
4851675	186445	186651	+	green
4851675	186857	188254	-	green
4851675	188604	190853	-	green
4851675	190850	191560	-	green
4851675	191663	192073	-	green
4851675	192624	194180	-	green
4851675	194225	194512	-	green
4851675	194811	195179	+	green
4851675	195487	196458	+	green
4851675	196442	197101	+	green
4851675	197208	197420	-	green
4851675	197457	198707	-	yellow
4851675	198712	199197	-	yellow
4851675	199666	200259	+	yellow
4851675	200439	201011	-	yellow
4851675	201046	201744	-	yellow
4851675	201745	202656	-	yellow
4851675	202739	203500	-	yellow
4851675	203751	205109	+	yellow
4851675	205054	205647	+	yellow
4851675	205958	206149	-	yellow
4851675	206684	207562	+	yellow
4851675	207799	208635	+	yellow
4851675	209282	209872	+	yellow
4851675	210335	210448	-	yellow
4851675	210415	210741	-	yellow
4851675	210738	210905	-	yellow
4851675	211138	211392	-	yellow
4851675	211501	214092	-	yellow
4851675	214254	215036	-	yellow
4851675	215308	215937	-	yellow
4851675	215972	216901	+	yellow
4851675	216933	217415	+	yellow
4851675	217478	218716	-	yellow
4851675	218727	220265	-	yellow
4851675	220439	221443	-	yellow
4851675	221626	222366	+	yellow
4851675	222414	222911	-	yellow
4851675	223058	223735	-	yellow
4851675	223735	224979	-	yellow
4851675	225319	225873	+	yellow
4851675	226083	227579	+	yellow
4851675	227648	228865	-	yellow
4851675	229411	230292	+	yellow
4851675	230403	231689	-	yellow
4851675	231823	233028	-	yellow
4851675	233303	234058	-	yellow
4851675	234055	234477	-	yellow
4851675	234474	235202	-	yellow
4851675	235203	235850	-	yellow
4851675	235847	236011	-	yellow
4851675	236016	236609	-	yellow
4851675	236606	237760	-	yellow
4851675	237757	239106	-	yellow
4851675	239331	240902	+	yellow
4851675	241167	242177	+	yellow
4851675	242200	242949	+	yellow
4851675	243001	243501	+	yellow
4851675	243705	244343	-	yellow
5096401	69	473	+	yellow
5096401	599	1981	+	yellow
5096401	2144	4396	+	yellow
5096401	4429	4764	-	yellow
5096401	4761	7055	-	yellow
5096401	7252	7593	-	yellow
5096401	7584	8030	-	yellow
5096401	8127	9011	-	yellow
5096401	9145	10137	-	yellow
5096401	10642	11517	+	yellow
5096401	11631	12674	-	yellow
5096401	13398	14243	+	yellow
5096401	14739	16106	-	yellow
5096401	16295	17878	+	yellow
5096401	17875	18570	+	yellow
5096401	18842	20203	+	yellow
5096401	20200	21078	+	yellow
5096401	21079	21933	+	yellow
5096401	22036	22737	+	yellow
5096401	22846	23871	-	yellow
5096401	24156	26231	+	yellow
5096401	26253	27482	+	yellow
5096401	27557	28987	+	yellow
5096401	29146	30381	-	yellow
5096401	30371	30916	-	yellow
5096401	31058	31693	-	yellow
5096401	32382	33356	-	yellow
5096401	33676	34386	+	yellow
5096401	34454	36154	-	yellow
5096401	36240	37295	-	yellow
5096401	37292	37471	-	yellow
5096401	37929	38267	-	yellow
5096401	38333	38842	-	yellow
5096401	38864	39250	-	yellow
5096401	39441	39731	-	yellow
5096401	39728	40072	-	yellow
5096401	40309	40902	+	yellow
5096401	40904	41587	+	yellow
5096401	41584	42348	+	yellow
5096401	42522	42998	+	yellow
5096401	43199	44659	-	yellow
5096401	44656	45321	-	yellow
5096401	45465	46268	+	yellow
5096401	46328	47284	-	yellow
5096401	47401	48603	-	yellow
5096401	48740	49180	+	yellow
5096401	49467	53303	+	yellow
5096401	53488	54423	+	yellow
5096401	54518	55555	+	yellow
5096401	55560	56330	+	yellow
5096401	56406	57275	+	yellow
5096401	57296	58657	+	yellow
5096401	58654	59742	+	yellow
5096401	59779	60111	-	yellow
5096401	60330	61358	+	yellow
5096401	61511	61903	-	yellow
5096401	62170	62841	+	yellow
5096401	63059	65524	-	yellow
5096401	65752	66066	-	yellow
5096401	66261	67073	-	yellow
5096401	67575	68147	+	yellow
5096401	68149	68547	-	yellow
5096401	68615	69205	-	yellow
5096401	69367	70659	+	yellow
5096401	70656	71300	+	yellow
5096401	71508	73343	+	yellow
5096401	73437	73883	-	yellow
5096401	74014	74397	-	yellow
5096401	74512	75954	-	yellow
5096401	75954	76895	-	yellow
5096401	76916	78514	-	yellow
5096401	78661	79476	-	yellow
5096401	79473	80021	-	yellow
5096401	80063	80299	-	yellow
5096401	80376	81194	-	yellow
5096401	81420	81857	-	yellow
5096401	82240	83592	-	yellow
5096401	83774	85186	-	yellow
5096401	85351	86034	-	yellow
5096401	86031	86678	-	yellow
5096401	86735	87580	-	yellow
5096401	87645	88724	-	yellow
5096401	88826	89146	-	yellow
5096401	89221	90351	-	yellow
5096401	90759	92750	-	yellow
5096401	93135	94052	-	yellow
5096401	94329	95405	-	yellow
5096401	95413	96711	-	yellow
5096401	96842	98233	-	yellow
5096401	98248	99087	-	yellow
5096401	99499	99897	-	yellow
5096401	100267	100339	+	yellow
5096401	100496	101452	-	yellow
5096401	103146	103484	-	yellow
5096401	103789	104946	-	yellow
5096401	105591	106562	+	yellow
5096401	107198	108031	+	yellow
5096401	108080	109168	-	yellow
5096401	109227	110126	+	yellow
5096401	110135	111037	+	yellow
5096401	111188	111616	+	pink
5096401	111822	111902	+	pink
5096401	112714	113379	+	pink
5096401	113434	113874	+	pink
5096401	113908	115293	+	pink
5096401	115297	116754	+	pink
5096401	116798	117286	+	pink
5096401	117376	117486	-	pink
5096401	117486	117710	-	pink
5096401	118089	118439	-	pink
5096401	118436	118873	-	pink
5096401	118921	119679	-	pink
5096401	119679	120698	-	pink
5096401	120995	121879	-	pink
5096401	121876	124359	-	pink
5096401	124356	125405	-	pink
5096401	125663	125845	-	pink
5096401	125911	126090	-	pink
5096401	126134	126307	-	pink
5096401	126380	126553	-	pink
5096401	126586	126771	-	pink
5096401	126806	127549	-	pink
5096401	127546	129201	-	pink
5096401	129198	129827	-	pink
5096401	129836	131191	-	pink
5096401	131330	132022	+	pink
5096401	132315	132497	+	pink
5096401	132583	133239	-	pink
5096401	133268	134737	-	pink
5096401	134996	135733	+	pink
5096401	135744	136064	+	pink
5096401	136195	137445	+	pink
5096401	137502	137924	-	pink
5096401	137921	138412	-	pink
5096401	138409	141855	-	yellow
5096401	142195	143040	+	yellow
5096401	143068	143562	-	yellow
5096401	143782	144636	+	yellow
5096401	144735	147269	-	yellow
5096401	147536	148318	+	yellow
5096401	148467	149639	-	yellow
5096401	149785	150471	+	yellow
5096401	150572	151309	+	yellow
5096401	151320	152501	+	yellow
5096401	152774	156631	+	yellow
5096401	156798	156983	+	yellow
5096401	157037	157888	-	yellow
5096401	158051	159043	+	yellow
5096401	159045	160079	+	yellow
5096401	160653	161204	-	yellow
5096401	161204	161413	-	yellow
5096401	161572	162534	-	yellow
5096401	162660	164225	-	yellow
5096401	164222	164800	-	yellow
5096401	164969	166177	-	yellow
5096401	166913	167869	+	yellow
5096401	167900	168832	+	yellow
5096401	168829	169590	+	yellow
5096401	169693	170469	-	yellow
5096401	170560	171228	+	yellow
5096401	171132	171572	-	yellow
5096401	171769	172164	+	yellow
5096401	172710	172943	+	yellow
5096401	172933	174210	+	yellow
5096401	174883	175668	+	yellow
5096401	175808	176626	-	yellow
5096401	176623	177567	-	yellow
5096401	178599	179876	-	yellow
5096401	179948	180868	-	yellow
5096401	181097	181690	+	yellow
5096401	181956	184658	+	yellow
5096401	184956	186338	+	yellow
5096401	186486	187010	-	yellow
5096401	187025	187594	+	yellow
5096401	187791	188657	+	yellow
5096401	188818	190050	-	yellow
5096401	190103	190504	-	yellow
5096401	190738	190977	-	yellow
5096401	191027	191608	-	yellow
5096401	191809	192399	-	yellow
5096401	192741	192974	+	yellow
5096401	193162	193752	+	yellow
5096401	193859	194740	+	yellow
5096401	194719	196317	-	yellow
5096401	196379	196639	+	yellow
5096401	196940	197353	+	yellow
5096401	197350	198375	+	yellow
5096401	198454	198978	-	yellow
5096401	198992	199945	+	yellow
5096401	200265	200522	+	yellow
5096401	200825	202291	-	yellow
5096401	202645	203385	-	yellow
5096401	203478	204317	+	yellow
5096401	204555	205625	-	yellow
5096401	206182	206967	+	yellow
5096401	207073	208563	-	yellow
5096401	208573	209418	-	yellow
5096401	209415	210425	-	yellow
5096401	210516	211739	+	yellow
5096401	211736	213193	+	yellow
5096401	213190	214299	+	yellow
5096401	214296	214994	+	yellow
5096401	214994	215848	+	yellow
5096401	215852	217168	+	yellow
5096401	217165	218544	+	yellow
5096401	218608	219672	+	yellow
5096401	219788	221173	-	yellow
5096401	221291	223435	-	yellow
5096401	223440	224672	-	yellow
5096401	224686	226386	-	yellow
5096401	226587	227711	+	yellow
5096401	227738	228634	+	yellow
5096401	228817	230415	+	yellow
5096401	230688	230773	+	yellow
5096401	231021	232202	-	yellow
5329403	837	2114	-	yellow
5329403	2461	3114	+	yellow
5329403	3201	4775	+	yellow
5329403	4872	5372	-	yellow
5329403	5541	6326	+	yellow
5329403	6339	6983	-	yellow
5329403	7126	7656	-	yellow
5329403	7863	8879	+	yellow
5329403	9015	10028	-	yellow
5329403	10124	11668	+	yellow
5329403	11954	12715	+	yellow
5329403	12712	13854	+	yellow
5329403	13946	16072	+	yellow
5329403	16289	16537	+	yellow
5329403	16704	17483	-	yellow
5329403	17695	19023	-	yellow
5329403	19268	20053	-	yellow
5329403	20279	20821	+	yellow
5329403	20973	21185	+	yellow
5329403	21193	21738	-	yellow
5329403	21847	22248	-	yellow
5329403	22710	23570	-	yellow
5329403	23789	23974	+	yellow
5329403	24197	25480	-	yellow
5329403	25734	27164	-	yellow
5329403	27484	30294	+	yellow
5329403	30284	30784	-	yellow
5329403	30944	31882	+	yellow
5329403	31887	33227	+	yellow
5329403	33311	33790	+	yellow
5329403	33787	34305	+	yellow
5329403	34491	34949	+	yellow
5329403	35192	36472	+	yellow
5329403	36560	36635	+	yellow
5329403	36755	37234	-	yellow
5329403	37243	38055	+	yellow
5329403	38137	38790	-	yellow
5329403	38976	40580	+	yellow
5329403	40577	41539	+	yellow
5329403	41536	42414	+	yellow
5329403	42499	42714	-	yellow
5329403	42793	46116	-	yellow
5329403	46303	46656	-	yellow
5329403	46842	47888	+	yellow
5329403	47890	48651	+	yellow
5329403	48639	49403	+	yellow
5329403	49725	50879	+	yellow
5329403	50920	51771	-	yellow
5329403	51768	52334	-	yellow
5329403	52400	54178	-	yellow
5329403	54296	55921	-	yellow
5329403	56090	56326	-	yellow
5329403	56579	58453	-	yellow
5329403	58486	59364	+	yellow
5329403	59530	60000	+	yellow
5329403	60039	60917	+	yellow
5329403	61049	62329	+	yellow
5329403	62470	63342	+	yellow
5329403	63339	64253	+	yellow
5329403	64429	65760	+	yellow
5329403	65925	67736	+	yellow
5329403	67991	69814	+	yellow
5329403	69881	71695	+	yellow
5329403	71862	72677	+	yellow
5329403	72697	73002	-	yellow
5329403	73023	74693	-	yellow
5329403	74910	75965	+	yellow
5329403	75962	76927	+	yellow
5329403	76924	78069	+	yellow
5329403	78485	79261	+	yellow
5329403	79220	79717	-	yellow
5329403	79848	80672	+	yellow
5329403	80860	81462	-	yellow
5329403	81578	82579	-	yellow
5329403	82898	85636	+	yellow
5329403	85739	86413	-	yellow
5329403	86671	87147	-	yellow
5329403	87204	87800	-	yellow
5329403	87894	88484	-	yellow
5329403	88658	89632	-	yellow
5329403	89734	91128	-	yellow
5329403	91302	91374	-	yellow
5329403	91386	92258	-	yellow
5329403	92430	93764	+	yellow
5329403	93915	94424	-	yellow
5329403	94456	95016	-	yellow
5329403	95261	96277	+	yellow
5329403	97333	98271	+	yellow
5329403	98229	99176	+	yellow
5329403	99449	100378	+	yellow
5329403	100567	102336	-	yellow
5329403	102333	102956	-	yellow
5329403	103060	104784	-	yellow
5329403	104938	106362	-	yellow
5329403	106745	110278	+	yellow
5329403	110374	110940	-	yellow
5329403	111068	111976	+	yellow
5329403	112251	113033	+	yellow
5329403	113126	113743	+	yellow
5329403	113740	115278	+	yellow
5329403	115429	116073	+	yellow
5329403	116229	117197	+	yellow
5329403	117194	118486	+	yellow
5329403	118665	119585	+	yellow
5329403	119996	120700	+	yellow
5329403	121089	122369	+	yellow
5329403	122465	122950	+	yellow
5329403	122991	123533	+	yellow
5329403	123530	124471	+	yellow
5329403	124914	126311	+	yellow
5329403	126553	127896	+	yellow
5329403	127958	130498	-	yellow
5329403	130527	131372	-	yellow
5329403	131754	131838	+	yellow
5329403	132036	132920	+	yellow
5329403	133015	133245	-	yellow
5329403	133344	133655	+	yellow
5329403	133718	134584	-	yellow
5329403	134847	136067	-	yellow
5329403	136177	137283	-	yellow
5329403	137501	138895	+	yellow
5329403	139320	140168	-	yellow
5329403	140330	141091	+	yellow
5329403	141146	142573	-	yellow
5329403	142718	143554	+	yellow
5329403	143765	145132	-	yellow
5329403	145371	146747	-	yellow
5329403	146857	148521	+	yellow
5329403	148710	149912	+	yellow
5329403	149903	151243	+	yellow
5329403	151377	152549	+	yellow
5329403	152570	153262	+	yellow
5329403	153331	154323	-	yellow
5329403	154574	154942	+	yellow
5329403	155277	155777	+	yellow
5329403	155923	156672	+	yellow
5329403	156801	157754	+	yellow
5329403	157751	158881	+	yellow
5329403	158920	160242	+	yellow
5329403	160560	161387	-	yellow
5329403	161519	163045	-	yellow
5329403	163592	164287	+	yellow
5329403	164457	165725	+	yellow
5329403	165759	166328	-	yellow
5329403	166572	167711	+	yellow
5329403	167708	168253	+	yellow
5329403	168250	169449	+	yellow
5329403	169922	170284	-	yellow
5329403	170375	170878	+	yellow
5329403	170994	172319	-	yellow
5329403	172546	173667	+	yellow
5329403	173756	175024	-	yellow
5329403	175133	175681	+	yellow
5329403	175852	177216	-	yellow
5329403	177476	178501	+	yellow
5329403	178577	180274	-	yellow
5329403	180345	181748	-	yellow
5329403	182513	184240	-	yellow
5329403	184420	185277	-	yellow
5329403	185331	186827	+	yellow
5329403	187149	188231	+	yellow
5329403	188378	189382	+	yellow
5329403	189530	190837	-	yellow
5329403	190834	191799	-	yellow
5329403	191833	192384	-	yellow
5329403	193081	193344	+	yellow
5329403	193568	197398	+	yellow
5329403	197395	198912	+	yellow
5329403	199120	199704	-	yellow
5329403	199899	200324	+	yellow
5329403	200473	202089	+	yellow
5329403	202244	203605	+	yellow
5329403	203991	204161	+	yellow
5329403	204443	205573	+	yellow
5329403	205667	206863	+	yellow
5329403	206972	207949	+	yellow
5329403	208102	210252	-	yellow
